KATOTTG_2023,KOATUU_2020,category,name,english name
UA61040430100011244,6124610510,village,Панасівка,
UA61040430110098497,6124610511,village,Поділля,
UA61040430120064835,6124610512,village,Полупанівка,
UA61040430130067281,6124610502,village,Поплави,
UA61040430140083799,6124610513,village,Старий Скалат,
UA61040430150045989,6124610514,village,Теклівка,
UA61040430160052939,6124610515,village,Хоптянка,
UA61040450000064468,6124687100,hromada,Скориківська,
UA61040450010027499,6124687101,village,Скорики,
UA61040450020029006,6124687103,village,Воробіївка,
UA61040450030046559,6124685002,village,Гнилиці,
UA61040450040022063,6124685003,village,Гнилички,
UA61040450050032841,6124687104,village,Голотки,
UA61040450060068002,6124685005,village,Голошинці,
UA61040450070037920,6124687105,village,Гущанки,
UA61040450080063483,6124687102,village,Климківці,
UA61040450090095266,6124685007,village,Козярі,
UA61040450100053813,6124687106,village,Кошляки,
UA61040450110034240,6124685004,village,Лисичинці,
UA61040450120076551,6124687107,village,Лозівка,
UA61040450130028383,6124687108,village,Медин,
UA61040450140019289,6124685001,village,Нове Село,
UA61040450150053208,6124687109,village,Ободівка,
UA61040450160093349,6124687110,village,Пальчинці,
UA61040450170090709,6124687111,village,Пеньківці,
UA61040450180022304,6124687112,village,Просівці,
UA61040450190013362,6124685009,village,Сухівці,
UA61040450200017301,6124687113,village,Терпилівка,
UA61040450210099997,6124688601,village,Токи,
UA61040450220094290,6124685006,village,Шельпаки,
UA61040450230087398,6124687114,village,Щаснівка,
UA61040470000038207,6125010100,hromada,Теребовлянська,
UA61040470010037126,6125010100,city,Теребовля,Terebovlia
UA61040470020040755,6125010101,village,Боричівка,
UA61040470030021426,6125010102,village,Вербівці,
UA61040470040033228,6125010103,village,Гумниська,
UA61040470050018994,6125010104,village,Деренівка,
UA61040470060035039,6125010105,village,Довге,
UA61040470070079740,6125010106,village,Долина,Dolyna
UA61040470080032839,6125010107,village,Залав’є,
UA61040470090031797,6125010108,village,Застіноче,
UA61040470100033984,6125010109,village,Зеленче,
UA61040470110017872,6125083201,village,Кобиловолоки,
UA61040470120059845,6125010110,village,Кровинка,
UA61040470130027267,6125010111,village,Ласківці,
UA61040470140023826,6125010112,village,Лошнів,
UA61040470150068502,6125010113,village,Малів,
UA61040470160042038,6125083202,village,Млиниська,
UA61040470170096468,6125010114,village,Мшанець,
UA61040470180061082,6125010115,village,Нова Могильниця,
UA61040470190098701,6125010116,village,Остальці,
UA61040470200057405,6125010117,village,Острівець,
UA61040470210086748,6125010118,village,Підгайчики,
UA61040470220025899,6125010119,village,Підгора,
UA61040470230034583,6125010120,village,Плебанівка,
UA61040470240043992,6125010121,village,Романівка,
UA61040470250044029,6125010122,village,Семенів,
UA61040470260045896,6125010123,village,Слобідка,
UA61040470270062978,6125010124,village,Стара Могильниця,
UA61040470280020526,6125010125,village,Сущин,
UA61040490000035010,6110100000,hromada,Тернопільська,Ternopilska
UA61040490010069060,6110100000,city,Тернопіль,Ternopil
UA61040490020032402,6110190001,village,Вертелка,
UA61040490030087725,6110190002,village,Глядки,
UA61040490040097649,6110190003,village,Городище,Horodyshche
UA61040490050039777,6110190004,village,Іванківці,
UA61040490060074899,6110190005,village,Кобзарівка,
UA61040490070077728,6110190006,village,Курівці,
UA61040490080098491,6110190007,village,Малашівці,
UA61040490090092844,6110190008,village,Носівці,
UA61040490100055555,6110190009,village,Плесківці,
UA61040490110057150,6110190010,village,Чернихів,
UA61060000000068766,6125500000,district,Чортківський,Chortkivskyi
UA61060010000070653,6125580700,hromada,Білобожницька,
UA61060010010081773,6125580701,village,Білобожниця,
UA61060010020060802,6125580401,village,Базар,
UA61060010030097950,6125580702,village,Білий Потік,
UA61060010040011895,6125080501,village,Буданів,
UA61060010050012057,6125582901,village,Джурин,
UA61060010060078935,6125582902,village,Джуринська Слобідка,
UA61060010070031201,6125583601,village,Звиняч,
UA61060010080099524,6125580703,village,Калинівщина,
UA61060010090080430,6125584901,village,Косів,Kosiv
UA61060010100052359,6125586302,village,Криволука,
UA61060010110099125,6125580706,village,Мазурівка,
UA61060010120031809,6125586301,village,Палашівка,
UA61060010130089663,6125080502,village,Папірня,
UA61060010140077753,6125586501,village,Полівці,
UA61060010150099022,6125580705,village,Ридодуби,
UA61060010160082470,6125580707,village,Ромашівка,
UA61060010170058267,6125580704,village,Семаківці,
UA61060010180069922,6125583602,village,Скомороше,
UA61060030000070527,6120880900,hromada,Більче-Золотецька,
UA61060030010076032,6120880901,village,Більче-Золоте,
UA61060030020060804,6122085901,village,Мишків,
UA61060030030021364,6120880902,village,Монастирок,
UA61060030040045658,6120880903,village,Мушкарів,
UA61060030050080759,6120880301,village,Олексинці,
UA61060030060059953,6120888701,village,Шершенівка,
UA61060030070041140,6120880904,village,Юр’ямпіль,
UA61060050000068464,6120810100,hromada,Борщівська,
UA61060050010030430,6120810100,city,Борщів,Borshchiv
UA61060050020034224,6120880601,village,Бабинці,
UA61060050030092981,6120881301,village,Верхняківці,
UA61060050040064425,6120881901,village,Висічка,
UA61060050050079181,6120881501,village,Вовківці,
UA61060050060083641,6120882401,village,Глибочок,
UA61060050070093801,6120885503,village,Грабівці,
UA61060050080044896,6120885504,village,Жилинці,
UA61060050090071987,6120884503,village,Козаччина,
UA61060050100090374,6120885502,village,Констанція,
UA61060050110043265,6120883701,village,Королівка,
UA61060050120029316,6120883901,village,Кривче,
UA61060050130019061,6120884501,village,Ланівці,Lanivtsi
UA61060050140030529,6120884901,village,Мушкатівка,
UA61060050150072045,6120885501,village,Озеряни,
UA61060050160099645,6120885505,village,Пилатківці,
UA61060050170063949,6120886603,village,Пищатинці,
UA61060050180010806,6120887101,village,Сапогів,
UA61060050190059110,6120887401,village,Сков’ятин,
UA61060050200096959,6120884903,village,Слобідка-Мушкатівська,
UA61060050210016977,6120887701,village,Стрілківці,
UA61060050220029306,6120884505,village,Тулин,
UA61060050230064970,6120888802,village,Худіївці,
UA61060050240022606,6120886801,village,Цигани,
UA61060050250072026,6120887402,village,Шишківці,
UA61060050260042745,6120888801,village,Шупарка,
UA61060070000098188,6121210100,hromada,Бучацька,
UA61060070010075450,6121210100,city,Бучач,Buchach
UA61060070020031620,6121280401,village,Бариш,
UA61060070030080077,6121280801,village,Берем’яни,
UA61060070040032884,6121287402,village,Білявинці,
UA61060070050057368,6121280901,village,Бобулинці,
UA61060070060025610,6121288402,village,Броварі,
UA61060070070039770,6121284202,village,Верб’ятин,
UA61060070080017678,6121281601,village,Доброполе,
UA61060070090029034,6121282201,village,Дуліби,
UA61060070100091503,6121281101,village,Жизномир,
UA61060070110058177,6121288601,village,Жнибороди,
UA61060070120011838,6121285603,village,Заліщики,Zalishchyky
UA61060070130079949,6121281001,village,Заривинці,
UA61060070140011683,6121285403,village,Звенигород,
UA61060070150056851,6121281301,village,Зелена,
UA61060070160022935,6121282801,village,Зубрець,
UA61060070170049169,6121282901,village,Киданів,
UA61060070180042624,6121284602,village,Курдибанівка,
UA61060070190014066,6121283201,village,Ліщанці,
UA61060070200020364,6121281602,village,Матеушівка,
UA61060070210011493,6121284001,village,Нові Петликівці,
UA61060070220095436,6121288404,village,Новосілка,
UA61060070230039338,6121284201,village,Озеряни,
UA61060070240018206,6121281201,village,Осівці,
UA61060070250043577,6121284601,village,Переволока,
UA61060070260069932,6121285601,village,Передмістя,
UA61060070270023851,6121285401,village,Підзамочок,
UA61060070280059010,6121285405,village,Підлісся,
UA61060070290058093,6121288406,village,Пожежа,
UA61060070300010427,6121285802,village,Помірці,
UA61060070310034496,6121285501,village,Порохова,
UA61060070320081796,6121284003,village,Пушкарі,
UA61060070330010561,6121285801,village,Ріпинці,
UA61060070340029842,6121281006,village,Рукомиш,
UA61060070350075964,6121287001,village,Сороки,
UA61060070360060638,6121287401,village,Старі Петликівці,
UA61060070370083337,6121288401,village,Язловець,
UA61060090000060396,6121680400,hromada,Васильковецька,
UA61060090010056450,6121680401,village,Васильківці,
UA61060090020075267,6121681101,village,Жабинці,
UA61060090030043117,6121683001,village,Коцюбинці,
UA61060090040094780,6121680402,village,Крогулець,
UA61060090050081374,6121680403,village,Нижбірок,
UA61060090060079059,6121680404,village,Старий Нижбірок,
UA61060090070054387,6121680405,village,Целіїв,
UA61060090080073586,6121680406,village,Чабарівка,
UA61060090090042630,6121683004,village,Чагарі,
UA61060110000078824,6121655400,hromada,Гримайлівська,
UA61060110010011477,6121655400,urban village,Гримайлів,
UA61060110020034926,6121683702,village,Білинівка,
